Date,Microsoft (Power BI),Salesforce (Tableau),IBM (Cognos)
2019-10-07,130.20791625976562,147.50747680664062,104.39329528808594
2019-10-08,128.8310089111328,144.64256286621094,102.25042724609375
2019-10-09,131.27145385742188,145.7726593017578,103.2036361694336
2019-10-10,132.0880889892578,145.1382293701172,104.28245544433594
2019-10-11,132.63888549804688,148.07249450683594,105.48689270019531
2019-10-14,132.51544189453125,148.07249450683594,104.9548568725586
2019-10-15,134.43357849121094,151.41323852539062,105.66419982910156
2019-10-16,133.33213806152344,145.69337463378906,105.006591796875
2019-10-17,132.64837646484375,144.90032958984375,99.20613861083984
2019-10-18,130.48330688476562,142.83837890625,99.08052062988281
2019-10-21,131.4518585205078,143.29437255859375,97.96475982666016
2019-10-22,129.49569702148438,141.09364318847656,98.98445129394531
2019-10-23,130.32183837890625,143.86935424804688,99.29480743408203
2019-10-24,132.8857421875,146.83335876464844,99.06574249267578
2019-10-25,133.63592529296875,149.18276977539062,100.07805633544922
2019-10-28,136.92153930664062,153.44540405273438,100.46967315673828
2019-10-29,135.63009643554688,153.74281311035156,98.88102722167969
2019-10-30,137.3203582763672,156.9051055908203,99.93766784667969
2019-10-31,136.1428680419922,155.1306610107422,98.81450653076172
2019-11-01,136.4752197265625,158.35243225097656,100.14454650878906
2019-11-04,137.2633819580078,156.23101806640625,101.725830078125
2019-11-05,137.1779022216797,156.7762451171875,101.88838195800781
2019-11-06,136.79808044433594,157.54945373535156,102.54598999023438
2019-11-07,136.98794555664062,158.11451721191406,102.94226837158203
2019-11-08,138.60226440429688,159.71054077148438,102.8824462890625
2019-11-11,138.74476623535156,160.3747100830078,101.28247833251953
2019-11-12,139.65635681152344,161.44532775878906,101.37223052978516
2019-11-13,139.8842315673828,161.18759155273438,100.54234313964844
2019-11-14,140.59642028808594,161.63368225097656,100.1834716796875
2019-11-15,142.41015625,161.79229736328125,100.4825439453125
2019-11-18,142.76148986816406,161.35610961914062,100.41522979736328
2019-11-19,142.80899047851562,162.53578186035156,100.5722427368164
2019-11-20,142.56124877929688,162.77369689941406,99.58538055419922
2019-11-21,142.4278106689453,161.4651641845703,100.06385040283203
2019-11-22,142.53265380859375,161.395751953125,100.43766021728516
2019-11-25,144.09530639648438,160.30532836914062,101.65632629394531
2019-11-26,144.85757446289062,161.1280975341797,100.99839782714844
2019-11-27,145.1339111328125,160.10704040527344,100.01152801513672
2019-11-29,144.2382049560547,161.4750518798828,100.51991271972656
2019-12-02,142.49456787109375,159.6014862060547,99.36854553222656
2019-12-03,142.26588439941406,160.16653442382812,98.77790832519531
2019-12-04,142.78042602539062,155.07118225097656,98.68073272705078
2019-12-05,142.8566131591797,156.8456268310547,98.62090301513672
2019-12-06,144.5907745361328,156.63746643066406,99.60032653808594
2019-12-09,144.2191619873047,156.11204528808594,100.1236801147461
2019-12-10,144.00006103515625,155.04144287109375,100.11618041992188
2019-12-11,144.54310607910156,155.0315399169922,100.0040512084961
2019-12-12,146.0104522705078,157.21241760253906,101.17037200927734
2019-12-13,147.23960876464844,159.73036193847656,100.34049224853516
2019-12-16,148.19244384765625,160.5531463623047,100.2806625366211
2019-12-17,147.39208984375,160.2260284423828,100.34794616699219
2019-12-18,147.08714294433594,160.0773162841797,100.4900131225586
2019-12-19,148.3639373779297,161.91123962402344,100.60216522216797
2019-12-20,149.9837646484375,163.1206512451172,101.37223052978516
2019-12-23,149.9837646484375,162.3176727294922,101.3423080444336
2019-12-24,149.9551544189453,161.83193969726562,100.91616821289062
2019-12-26,151.18434143066406,163.08099365234375,100.86380767822266
2019-12-27,151.46063232421875,163.54689025878906,101.13298797607422
2019-12-30,150.1552276611328,161.0289764404297,99.29379272460938
2019-12-31,150.26007080078125,161.2272491455078,100.21337890625
2020-01-02,153.0422821044922,165.53945922851562,101.24512481689453
2020-01-03,151.13662719726562,164.72659301757812,100.43766021728516
2020-01-06,151.52731323242188,171.94332885742188,100.25822448730469
2020-01-07,150.14572143554688,174.47120666503906,100.3255386352539
2020-01-08,152.53732299804688,175.78964233398438,101.16287231445312
2020-01-09,154.4429473876953,178.03993225097656,102.23199462890625
2020-01-10,153.7283172607422,178.63470458984375,102.19461822509766
2020-01-13,155.57679748535156,182.25299072265625,102.1273193359375
2020-01-14,154.4810333251953,180.5380401611328,101.5441665649414
2020-01-15,155.4815673828125,179.4872283935547,102.1423110961914
2020-01-16,158.33047485351562,181.1030731201172,103.15908813476562
2020-01-17,159.21656799316406,180.64707946777344,103.40579986572266
2020-01-21,158.64492797851562,183.66067504882812,104.04874420166016
2020-01-22,157.88262939453125,181.16256713867188,107.5776138305664
2020-01-23,158.8545379638672,182.38186645507812,106.81505584716797
2020-01-24,157.2537841796875,180.5281219482422,105.08798217773438
2020-01-27,154.6239776611328,179.14028930664062,103.63756561279297
2020-01-28,157.65394592285156,181.26168823242188,104.33284759521484
2020-01-29,160.11227416992188,180.1910858154297,102.94226837158203
2020-01-30,164.6286163330078,184.05718994140625,102.25444030761719
2020-01-31,162.19894409179688,180.72637939453125,107.45800018310547
2020-02-03,166.1531219482422,183.80935668945312,109.35697174072266
