Country,Power BI,Tableau,Cognos
Germany,59.168874633942266,37.40064147259796,3.430483893459768
France,3.171753441053262,96.82824655894674,0.0
United Kingdom,66.21200889547814,31.86063750926612,1.927353595255745
Italy,47.91693372644533,50.57043968721959,1.5126265863350852
Spain,71.71152869476892,26.951074995767733,1.3373963094633485
